,Manufacturer,Model Name,Model Name Cleaned,Category,Screen Size,Screen,Touchscreen,Screen_HD,Screen Quality,CPU,CPU Brand,CPU Model,CPU_Speed,RAM,Storage,Total Storage in TB,GPU,GPU Brand,GPU Model,Operating System,Weight,Weight_LBS,Price,Price_USD
28,4,282,279,4,15.6,8,0,1,3,107,1,71,1.9,8,18,0.5,61,2,109,5,1.88,4.14469124,11541816.0,140851.2471
29,7,364,361,3,17.3,8,0,1,3,83,1,53,1.6,8,8,1.0,69,3,11,5,2.5,5.5115575,7967232.0,97228.59587
30,3,270,267,3,15.6,8,0,1,3,29,1,15,1.44,4,34,0.0625,40,2,42,5,1.89,4.16673747,2178451.08,26584.85904
31,2,104,101,3,14.0,0,0,0,0,20,0,77,1.5,2,22,0.03125,12,0,83,5,1.65,3.63762795,1769508.0,21594.29752
32,7,44,44,3,17.3,8,0,1,3,8,0,7,2.5,4,25,0.48828125,7,0,78,5,2.71,5.97452833,3903588.0,47637.67141
33,4,575,550,4,13.3,35,1,1,13,106,1,70,1.8,16,28,0.5,61,2,109,5,1.2,2.6455476,16619148.0,202812.7742
34,1,299,296,4,13.3,1,0,0,1,62,1,40,1.6,8,14,0.25,51,2,53,3,1.35,2.97624105,8874216.0,108297.0298
35,10,200,197,3,14.0,0,0,0,0,37,1,22,1.1,4,34,0.0625,43,2,45,5,1.44,3.17465712,2214108.0,27020.00041
36,0,58,58,3,15.6,0,0,0,0,60,1,39,2.7,4,8,1.0,53,2,55,2,2.1,4.6297083,3263364.0,39824.65925
37,4,252,249,3,17.3,15,0,1,3,83,1,53,1.6,8,3,1.125,7,0,78,5,2.8,6.1729444,8705268.0,106235.2627
38,7,50,50,3,15.6,0,0,0,0,74,1,46,2.5,4,8,1.0,53,2,55,5,1.86,4.10059878,4345431.48,53029.73495
39,7,363,360,3,15.6,8,0,1,3,83,1,53,1.6,8,15,0.25,70,3,12,5,2.1,4.6297083,7816068.0,95383.85689
40,2,553,530,3,15.6,8,0,1,3,56,1,36,2.0,4,8,1.0,53,2,55,2,2.0,4.409246,3458988.0,42211.96852
41,4,258,255,1,15.6,15,0,1,3,102,1,66,2.8,16,16,1.25,79,3,21,5,2.65,5.84225095,13329108.0,162662.5728
42,2,564,539,3,15.6,0,0,0,0,74,1,46,2.5,8,8,1.0,72,3,14,2,2.3,5.0706329,4650427.08,56751.76714
43,0,63,63,3,15.6,15,0,1,3,83,1,53,1.6,4,15,0.25,61,2,109,5,2.2,4.8501706,6064344.0,74006.58748
44,4,260,257,0,17.3,7,1,1,3,83,1,53,1.6,12,8,1.0,63,3,5,5,2.77,6.10680571,8883108.0,108405.5438
45,1,300,297,4,13.3,23,0,0,10,64,1,40,2.0,8,15,0.25,56,2,58,3,1.37,3.02033351,12617748.0,153981.4481
46,10,211,208,3,15.6,0,0,0,0,56,1,36,2.0,4,2,0.125,47,2,49,4,2.2,4.8501706,3281148.0,40041.68736
47,2,407,404,1,17.3,8,0,1,3,26,0,89,3.0,8,16,1.25,37,0,108,5,3.2,7.0547936,11550708.0,140959.7612
48,4,239,236,3,15.6,8,0,1,3,74,1,46,2.5,4,15,0.25,24,0,95,5,2.3,5.0706329,5681988.0,69340.48299
49,2,573,548,3,17.3,0,0,0,0,113,1,87,1.1,4,8,1.0,66,3,8,5,2.8,6.1729444,4143672.0,50567.55098
50,10,591,566,0,10.1,28,1,0,4,31,1,17,1.44,4,34,0.0625,41,2,43,0,0.69,1.52118987,2836548.0,34615.98447
51,0,63,63,3,15.6,15,0,1,3,106,1,70,1.8,8,15,0.25,98,3,40,5,2.2,4.8501706,7478172.0,91260.32269
52,7,51,51,3,15.6,8,0,1,3,8,0,7,2.5,4,15,0.25,16,0,87,5,1.86,4.10059878,3543373.08,43241.76693
53,7,361,358,3,13.3,8,0,1,3,106,1,70,1.8,8,28,0.5,61,2,109,5,1.49,3.28488827,9807876.0,119691.0059
54,0,58,58,3,15.6,0,0,0,0,59,1,38,2.4,4,8,1.0,53,2,55,5,2.4,5.2910952,3414528.0,41669.39823
55,4,240,237,3,15.6,8,0,1,3,106,1,70,1.8,8,15,0.25,6,0,77,5,2.13,4.69584699,6827277.6,83317.09365
56,7,16,16,3,15.6,8,0,1,3,56,1,36,2.0,4,2,0.125,47,2,49,5,1.91,4.21082993,3903588.0,47637.67141
57,2,537,514,3,15.6,0,0,0,0,74,1,46,2.5,4,15,0.25,53,2,55,5,2.0,4.409246,5212401.48,63609.8556
58,11,181,178,1,17.3,8,0,1,3,102,1,66,2.8,16,19,2.25,80,3,22,5,2.43,5.35723389,21776508.0,265750.9278
59,2,561,536,3,15.6,8,0,1,3,56,1,36,2.0,4,15,0.25,47,2,49,2,2.0,4.409246,3690180.0,45033.33402
60,4,252,249,3,17.3,8,0,1,3,106,1,70,1.8,16,19,2.25,7,0,78,5,2.8,6.1729444,11550708.0,140959.7612
61,4,549,526,4,14.0,8,0,1,3,83,1,53,1.6,8,15,0.25,61,2,109,5,1.7,3.7478591,7816068.0,95383.85689
62,10,220,217,3,14.0,15,0,1,3,60,1,39,2.7,8,15,0.25,53,2,55,4,1.7,3.7478591,5326308.0,64999.92068
63,2,499,496,3,14.0,8,0,1,3,83,1,53,1.6,8,15,0.25,61,2,109,5,1.4,3.0864722,8367372.0,102111.7285
64,7,50,50,3,15.6,8,0,1,3,74,1,46,2.5,8,15,0.25,53,2,55,5,1.86,4.10059878,6135480.0,74874.69994
65,2,600,575,4,15.6,8,0,1,3,102,1,66,2.8,16,28,0.5,76,3,18,5,1.8,3.9683214,17632836.0,215183.3768
66,7,50,50,3,15.6,0,0,0,0,56,1,36,2.0,4,25,0.48828125,6,0,77,5,1.86,4.10059878,3900831.48,47604.03206
67,7,427,424,3,14.0,0,0,0,0,36,1,21,1.6,4,24,0.03125,41,2,43,5,1.44,3.17465712,2036268.0,24849.71926
68,10,523,505,3,15.6,8,0,1,3,74,1,46,2.5,4,8,1.0,53,2,55,5,1.9,4.1887837,4881708.0,59574.21778
69,2,142,139,1,17.3,8,0,1,3,102,1,66,2.8,12,8,1.0,76,3,18,2,3.0,6.613869,8438508.0,102979.8409
70,13,428,425,4,13.5,37,1,0,6,74,1,46,2.5,4,2,0.125,53,2,55,5,1.252,2.760187996,9683388.0,118171.809
71,4,242,239,4,13.3,15,0,1,3,106,1,70,1.8,8,15,0.25,7,0,78,5,1.4,3.0864722,8491860.0,103630.9253
72,4,247,244,3,15.6,8,0,1,3,106,1,70,1.8,8,15,0.25,7,0,78,5,2.2,4.8501706,7736040.0,94407.23037
73,11,163,160,1,17.3,8,0,1,3,77,1,47,2.5,8,3,1.125,75,3,17,5,2.7,5.9524821,9736740.0,118822.8934
74,0,69,69,3,14.0,0,0,0,0,56,1,36,2.0,8,8,1.0,47,2,49,5,2.1,4.6297083,3458988.0,42211.96852
75,2,133,130,1,15.6,8,0,1,3,102,1,66,2.8,8,8,1.0,75,3,17,5,2.2,4.8501706,8438508.0,102979.8409
76,10,210,207,3,15.6,8,0,1,3,74,1,46,2.5,8,21,2.0,53,2,55,4,2.2,4.8501706,4614948.0,56318.79605
77,4,247,244,3,15.6,8,0,1,3,106,1,70,1.8,8,3,1.125,61,2,109,5,2.02,4.45333846,7602660.0,92779.5195
78,0,64,64,3,15.6,8,0,1,3,60,1,39,2.7,4,8,1.0,97,3,39,5,2.2,4.8501706,4712760.0,57512.45068
79,7,364,361,3,17.3,8,0,1,3,83,1,53,1.6,8,3,1.125,69,3,11,5,2.5,5.5115575,8687484.0,106018.2346
80,4,282,279,4,15.6,15,0,1,3,83,1,53,1.6,8,15,0.25,61,2,109,5,1.88,4.14469124,9747054.72,118948.7697
81,1,298,295,4,12.0,22,0,0,7,61,1,40,1.3,8,28,0.5,52,2,54,3,0.92,2.02825316,13426920.0,163856.2274
82,7,362,359,3,14.0,8,0,1,3,83,1,53,1.6,8,15,0.25,53,2,55,5,1.63,3.59353549,7647120.0,93322.08979
83,10,207,204,3,15.6,8,0,1,3,8,0,7,2.5,4,2,0.125,5,0,76,5,2.2,4.8501706,3547908.0,43297.1091
84,0,58,58,3,15.6,0,0,0,0,14,0,11,3.0,4,8,1.0,17,0,88,5,2.1,4.6297083,3512340.0,42863.05287
85,4,258,255,1,15.6,15,0,1,3,102,1,66,2.8,16,3,1.125,76,3,18,5,2.65,5.84225095,11995308.0,146385.4641
86,7,326,323,4,15.6,15,0,1,3,106,1,70,1.8,8,15,0.25,85,3,27,5,1.83,4.03446009,6215508.0,75851.32647
87,7,50,50,3,15.6,8,0,1,3,74,1,46,2.5,8,15,0.25,53,2,55,5,1.96,4.32106108,5326219.08,64998.83554
88,2,134,131,1,15.6,15,0,1,3,102,1,66,2.8,16,3,1.125,79,3,21,5,2.2,4.8501706,12884508.0,157236.8699
89,4,575,550,4,13.3,15,0,1,3,106,1,70,1.8,8,15,0.25,61,2,109,5,1.21,2.66759383,14662908.0,178939.6815
90,2,135,132,1,15.6,8,0,1,3,24,0,81,3.0,8,8,1.0,36,0,107,5,2.45,5.40132635,6215508.0,75851.32647
91,0,59,59,3,15.6,8,0,1,3,106,1,70,1.8,8,8,1.0,98,3,40,5,2.2,4.8501706,6126588.0,74766.18589
92,7,368,365,3,13.3,8,0,1,3,106,1,70,1.8,16,28,0.5,61,2,109,5,1.49,3.28488827,10643724.0,129891.3273
93,4,258,255,1,15.6,8,0,1,3,77,1,47,2.5,8,15,0.25,79,3,21,5,2.65,5.84225095,10625940.0,129674.2992
94,2,615,590,4,14.0,8,0,1,3,97,1,62,2.7,8,15,0.25,53,2,55,5,1.25,2.75577875,9327708.0,113831.2467
95,0,422,419,0,13.3,13,1,1,3,83,1,53,1.6,8,15,0.25,61,2,109,5,1.5,3.3069345,7531524.0,91911.40703
96,4,239,236,3,15.6,8,0,1,3,97,1,62,2.7,8,8,1.0,24,0,95,2,2.2,4.8501706,5334310.8,65097.58333
97,4,239,236,3,15.6,8,0,1,3,56,1,36,2.0,4,15,0.25,24,0,95,2,2.2,4.8501706,4312620.0,52629.31808
98,2,562,537,3,15.6,8,0,1,3,59,1,38,2.4,6,15,0.25,65,3,7,5,2.0,4.409246,5130684.0,62612.6114
99,7,314,311,1,15.6,15,0,1,3,102,1,66,2.8,12,3,1.125,75,3,17,5,2.62,5.77611226,11106108.0,135534.0583
100,7,21,21,3,15.6,8,0,1,3,97,1,62,2.7,8,15,0.25,7,0,78,5,1.91,4.21082993,6393348.0,78021.60762
101,7,29,29,3,15.6,8,0,1,3,22,0,79,1.5,4,25,0.48828125,12,0,83,5,2.1,4.6297083,3103308.0,37871.4062
102,4,240,237,3,15.6,8,0,1,3,83,1,53,1.6,8,8,1.0,6,0,77,2,2.2,4.8501706,5753124.0,70208.59546
103,7,124,121,4,13.3,15,0,1,3,97,1,62,2.7,8,15,0.25,98,3,40,5,1.38,3.04237974,9950148.0,121427.2308
104,13,428,425,4,13.5,37,1,0,6,74,1,46,2.5,8,15,0.25,53,2,55,5,1.252,2.760187996,11915280.0,145408.8376
105,7,323,320,3,14.0,15,0,1,3,74,1,46,2.5,6,15,0.25,72,3,14,5,1.58,3.48330434,5859828.0,71510.76415
106,10,228,225,3,15.6,8,0,1,3,56,1,36,2.0,4,8,1.0,47,2,49,5,1.85,4.07855255,3689290.8,45022.48262
107,2,500,497,4,14.0,15,0,1,3,97,1,62,2.7,8,15,0.25,72,3,14,5,1.3,2.8660099,10608156.0,129457.2711
108,11,167,164,1,15.6,8,0,1,3,102,1,66,2.8,16,16,1.25,76,3,18,5,2.2,4.8501706,11550708.0,140959.7612
109,10,485,482,3,14.0,15,0,1,3,97,1,62,2.7,8,15,0.25,53,2,55,5,1.58,3.48330434,13160160.0,160600.8057
110,2,540,517,4,15.6,8,0,1,3,106,1,70,1.8,16,16,1.25,98,3,40,5,1.5,3.3069345,11221704.0,136944.7411
111,4,575,550,4,13.3,31,1,1,13,98,1,63,2.4,8,15,0.25,58,2,60,5,1.23,2.71168629,12262068.0,149640.8858
112,10,473,470,0,13.3,13,1,1,3,74,1,46,2.5,8,15,0.25,53,2,55,5,1.37,3.02033351,12439908.0,151811.167
113,7,369,366,3,14.0,9,0,0,0,83,1,53,1.6,4,25,0.48828125,61,2,109,5,1.63,3.59353549,6420024.0,78347.1498
114,4,575,550,4,13.3,15,0,1,3,83,1,53,1.6,8,15,0.25,61,2,109,5,1.21,2.66759383,14485068.0,176769.4003
115,7,420,417,0,13.3,13,1,1,3,83,1,53,1.6,8,15,0.25,61,2,109,5,1.26,2.77782498,12439819.08,151810.0818
116,7,369,366,3,14.0,8,0,1,3,106,1,70,1.8,8,28,0.5,61,2,109,5,1.63,3.59353549,9638928.0,117629.2388
117,4,257,254,3,15.6,15,0,1,3,106,1,70,1.8,8,16,1.25,72,3,14,5,2.16,4.76198568,10050894.36,122656.6951
118,2,571,546,3,17.3,8,0,1,3,56,1,36,2.0,4,8,1.0,66,3,8,5,2.0,4.409246,5015088.0,61201.92865
119,2,540,517,3,15.6,8,0,1,3,106,1,70,1.8,8,15,0.25,72,3,14,5,1.7,3.7478591,9941256.0,121318.7167
120,0,421,418,3,15.6,13,1,1,3,59,1,38,2.4,6,8,1.0,53,2,55,5,2.1,4.6297083,4259268.0,51978.23373
121,11,178,175,1,15.6,8,0,1,3,102,1,66,2.8,16,19,2.25,80,3,22,5,1.8,3.9683214,19931418.0,243234.2608
122,10,210,207,3,15.6,8,0,1,3,74,1,46,2.5,8,15,0.25,72,3,14,4,2.2,4.8501706,5593068.0,68255.34241
123,7,371,368,3,17.3,8,0,1,3,106,1,70,1.8,16,28,0.5,70,3,12,5,2.5,5.5115575,11301732.0,137921.3676
124,0,58,58,3,15.6,0,0,0,0,14,0,11,3.0,4,15,0.25,17,0,88,5,2.1,4.6297083,4010292.0,48939.84011
125,7,50,50,3,15.6,0,0,0,0,36,1,21,1.6,4,25,0.48828125,41,2,43,4,1.86,4.10059878,2303028.0,28105.14099
126,7,369,366,3,14.0,8,0,1,3,83,1,53,1.6,8,8,1.0,61,2,109,5,1.63,3.59353549,7220304.0,88113.41501
127,2,103,100,3,14.0,0,0,0,0,16,0,73,1.5,4,36,0.0625,12,0,83,5,1.65,3.63762795,2471887.08,30165.82295
128,4,252,249,3,17.3,8,0,1,3,106,1,70,1.8,16,19,2.25,7,0,78,5,2.8,6.1729444,12413232.0,151485.6248
129,7,364,361,3,17.3,8,0,1,3,83,1,53,1.6,8,15,0.25,61,2,109,5,2.5,5.5115575,8251776.0,100701.0457
130,4,245,242,3,15.6,0,0,0,0,74,1,46,2.5,8,8,1.0,30,0,101,5,2.36,5.20291028,5681899.08,69339.39785
131,4,239,236,3,15.6,8,0,1,3,56,1,36,2.0,4,8,1.0,24,0,95,5,2.2,4.8501706,3992508.0,48722.81199
132,0,429,426,4,14.0,15,0,1,3,106,1,70,1.8,8,15,0.25,61,2,109,5,1.6,3.5273968,7860528.0,95926.42718
133,0,65,65,3,15.6,8,0,1,3,60,1,39,2.7,4,15,0.25,97,3,39,5,2.2,4.8501706,5086224.0,62070.04111
134,7,7,7,3,15.6,0,0,0,0,97,1,62,2.7,8,8,1.0,53,2,55,5,2.05,4.51947715,5317416.0,64891.40662
135,7,369,366,3,14.0,8,0,1,3,106,1,70,1.8,8,15,0.25,61,2,109,5,1.63,3.59353549,8785296.0,107211.8892
136,10,503,499,3,15.6,0,0,0,0,37,1,22,1.1,4,8,1.0,43,2,45,4,1.9,4.1887837,2243985.12,27384.60765
137,2,140,137,1,17.3,8,0,1,3,77,1,47,2.5,8,3,1.125,75,3,17,5,3.0,6.613869,8340696.0,101786.1863
138,10,210,207,3,15.6,8,0,1,3,74,1,46,2.5,4,8,1.0,66,3,8,4,2.2,4.8501706,4437108.0,54148.51489
139,7,123,120,3,13.3,15,0,1,3,74,1,46,2.5,4,15,0.25,53,2,55,5,1.32,2.91010236,6215508.0,75851.32647
140,0,59,59,3,17.3,15,0,1,3,60,1,39,2.7,4,8,1.0,97,3,39,5,3.0,6.613869,5824260.0,71076.70792
141,10,454,451,3,14.0,15,0,1,3,83,1,53,1.6,8,15,0.25,35,0,106,5,1.75,3.85809025,9923649.84,121103.8589
142,10,291,288,1,15.6,15,0,1,3,102,1,66,2.8,8,15,0.25,77,3,19,4,2.4,5.2910952,7727148.0,94298.71631
143,16,410,407,3,15.6,0,0,0,0,68,1,41,2.3,4,25,0.48828125,47,2,49,5,2.1,4.6297083,5352984.0,65325.46285
144,7,51,51,3,15.6,0,0,0,0,8,0,7,2.5,4,15,0.25,16,0,87,5,1.86,4.10059878,3281148.0,40041.68736
145,2,606,581,4,14.0,8,0,1,3,106,1,70,1.8,8,15,0.25,61,2,109,5,1.25,2.75577875,9772308.0,119256.9496
146,7,113,110,4,12.5,11,1,1,14,47,1,29,1.2,8,28,0.5,46,2,48,5,0.97,2.13848431,17908488.0,218547.3126
147,2,554,531,3,15.6,8,0,1,3,37,1,22,1.1,4,8,1.0,43,2,45,5,2.0,4.409246,3058848.0,37328.83591
148,11,152,149,1,17.3,8,0,1,3,102,1,66,2.8,16,16,1.25,80,3,22,5,2.9,6.3934067,18041868.0,220175.0235
149,0,62,62,3,15.6,0,0,0,0,56,1,36,2.0,4,8,1.0,47,2,49,5,2.1,4.6297083,3974724.0,48505.78388
150,4,248,245,1,15.6,8,0,1,3,102,1,66,2.8,16,28,0.5,75,3,17,5,2.56,5.64383488,11108419.92,135562.272
151,4,256,253,1,15.6,8,0,1,3,102,1,66,2.8,8,10,1.0,75,3,17,5,2.62,5.77611226,7993908.0,97554.13804
152,10,504,500,3,15.6,0,0,0,0,74,1,46,2.5,4,2,0.125,53,2,55,5,1.9,4.1887837,4428216.0,54040.00083
153,11,155,152,1,17.3,8,0,1,3,102,1,66,2.8,16,16,1.25,79,3,21,5,2.8,6.1729444,16805880.0,205091.5694
154,7,111,108,4,14.0,8,0,1,3,80,1,50,2.7,4,15,0.25,53,2,55,5,1.48,3.26284204,9621144.0,117412.2106
155,7,9,9,3,15.6,8,0,1,3,83,1,53,1.6,6,15,0.25,6,0,77,5,1.91,4.21082993,5504148.0,67170.20183
156,10,582,557,0,14.0,13,1,1,3,59,1,38,2.4,4,15,0.25,53,2,55,5,1.74,3.83604402,5593068.0,68255.34241
157,2,599,574,0,13.3,7,1,1,3,83,1,53,1.6,8,15,0.25,53,2,55,5,1.1,2.4250853,11692980.0,142695.9861
158,4,250,247,0,15.6,7,1,1,3,106,1,70,1.8,8,15,0.25,61,2,109,5,1.56,3.43921188,9327708.0,113831.2467
159,16,410,407,3,15.6,0,0,0,0,55,1,36,2.2,4,25,0.48828125,47,2,49,5,2.1,4.6297083,3974724.0,48505.78388
160,2,568,543,3,15.6,0,0,0,0,14,0,11,3.0,4,8,1.0,22,0,93,5,2.03,4.47538469,3583476.0,43731.16533
161,0,67,67,3,17.3,15,0,1,3,83,1,53,1.6,4,15,0.25,98,3,40,5,3.0,6.613869,7158060.0,87353.8166
162,4,240,237,3,15.6,8,0,1,3,83,1,53,1.6,8,15,0.25,6,0,77,5,2.13,4.69584699,6473376.0,78998.23414
163,10,291,288,1,15.6,15,0,1,3,102,1,66,2.8,16,15,0.25,76,3,18,5,2.5,5.5115575,9594468.0,117086.6685
164,0,61,61,3,15.6,0,0,0,0,37,1,22,1.1,4,8,1.0,43,2,45,5,2.1,4.6297083,3094416.0,37762.89215
165,11,149,146,1,15.6,15,0,1,3,102,1,66,2.8,16,16,1.25,79,3,21,5,2.4,5.2910952,15996708.0,195216.7901
166,0,58,58,3,15.6,0,0,0,0,113,1,87,1.1,4,8,1.0,44,2,46,5,2.1,4.6297083,3232330.92,39445.94518
167,4,248,245,1,15.6,8,0,1,3,102,1,66,2.8,8,3,1.125,75,3,17,5,2.56,5.64383488,9429877.08,115078.0733
168,0,67,67,3,17.3,15,0,1,3,83,1,53,1.6,8,15,0.25,98,3,40,5,3.0,6.613869,7593768.0,92671.00544
169,7,361,358,3,13.3,15,0,1,3,83,1,53,1.6,4,25,0.48828125,61,2,109,5,1.49,3.28488827,6704568.0,81819.59965
170,8,302,299,4,13.0,17,0,1,5,74,1,46,2.5,8,15,0.25,53,2,55,5,1.05,2.31485415,11995308.0,146385.4641
171,7,47,47,3,17.3,15,0,1,3,74,1,46,2.5,6,21,2.0,6,0,77,5,2.71,5.97452833,6215508.0,75851.32647
172,10,207,204,3,15.6,0,0,0,0,9,0,7,2.9,4,25,0.48828125,16,0,87,4,2.2,4.8501706,2747628.0,33530.84389
173,16,410,407,3,15.6,0,0,0,0,59,1,38,2.4,4,25,0.48828125,53,2,55,5,2.0,4.409246,4348188.0,53063.37431
174,7,364,361,3,17.3,8,0,1,3,83,1,53,1.6,8,15,0.25,69,3,11,5,2.5,5.5115575,8207316.0,100158.4754
175,4,239,236,3,15.6,0,0,0,0,59,1,38,2.4,8,8,1.0,53,2,55,5,2.3,5.0706329,4081428.0,49807.95257
176,0,62,62,3,15.6,0,0,0,0,56,1,36,2.0,4,2,0.125,47,2,49,5,2.1,4.6297083,3992508.0,48722.81199
177,11,190,187,1,18.4,8,0,1,3,95,1,61,2.9,32,29,1.5,62,3,4,5,4.4,9.7003412,24888708.0,303730.848
178,10,517,504,3,15.6,8,0,1,3,74,1,46,2.5,8,3,1.125,4,0,75,5,1.9,4.1887837,7229196.0,88221.92907
179,7,420,417,0,13.3,11,1,1,14,83,1,53,1.6,8,15,0.25,61,2,109,5,1.29,2.84396367,13329108.0,162662.5728
180,4,247,244,3,15.6,8,0,1,3,106,1,70,1.8,16,19,2.25,7,0,78,2,2.02,4.45333846,9327708.0,113831.2467
181,4,575,550,4,13.3,8,0,1,3,83,1,53,1.6,8,15,0.25,61,2,109,5,1.23,2.71168629,12439908.0,151811.167
182,10,590,565,0,13.9,11,1,1,14,106,1,70,1.8,16,28,0.5,61,2,109,5,1.4,3.0864722,16441308.0,200642.493
183,16,410,407,3,15.6,0,0,0,0,74,1,46,2.5,8,2,0.125,53,2,55,5,2.0,4.409246,7051356.0,86051.64791
184,18,303,300,3,15.6,15,0,1,3,83,1,53,1.6,8,15,0.25,98,3,40,4,1.95,4.29901485,10661508.0,130108.3554
185,4,260,257,3,17.3,7,1,1,3,106,1,70,1.8,16,28,0.5,63,3,5,5,2.77,6.10680571,13773708.0,168088.2757
186,4,576,551,3,15.6,5,1,1,14,102,1,66,2.8,16,28,0.5,75,3,17,5,2.06,4.54152338,21314124.0,260108.1968
187,10,291,288,1,15.6,15,0,1,3,77,1,47,2.5,8,15,0.25,75,3,17,4,2.4,5.2910952,6926868.0,84532.4511
188,0,430,427,4,13.3,15,0,1,3,81,1,51,1.2,8,15,0.25,52,2,54,5,1.12,2.46917776,8794188.0,107320.4033
189,4,252,249,3,17.3,8,0,1,3,106,1,70,1.8,8,3,1.125,7,0,78,5,2.8,6.1729444,9647820.0,117737.7528
190,10,493,490,0,14.0,39,1,0,9,97,1,62,2.7,16,11,1.0,53,2,55,5,1.42,3.13056466,25111008.0,306443.6995
191,17,264,261,3,14.0,15,0,1,3,37,1,22,1.1,4,22,0.03125,43,2,45,5,1.3,2.8660099,2311920.0,28213.65505
192,18,303,300,4,13.3,15,0,1,3,74,1,46,2.5,8,15,0.25,98,3,40,4,1.3,2.8660099,8891110.8,108503.2065
193,10,213,210,3,17.3,2,0,0,2,83,1,53,1.6,8,15,0.25,98,3,40,4,2.8,6.1729444,6206616.0,75742.81241
194,4,244,241,0,13.3,13,1,1,3,106,1,70,1.8,8,8,1.0,61,2,109,5,1.62,3.57148926,7460388.0,91043.29457
